com.samsung.shealth.tracker.pedometer_step_count,6305105,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
47796,4,2,84,2025-10-12 20:05:00.000,,,2025-10-12 20:15:02.166,2025-10-12 20:15:02.166,86,1.4444444,69.04,2.97,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:06:00.000,2b87be7c-ea77-4bd8-9b53-d006aa9a4e70,
60000,4,0,119,2025-10-12 20:06:00.000,,,2025-10-12 20:15:02.180,2025-10-12 20:15:02.180,119,1.5458333,92.75,3.59,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:07:00.000,a2eaed28-2d07-4633-bcff-3c56966a5db9,
8168,4,0,16,2025-10-12 20:07:00.000,,,2025-10-12 20:15:33.965,2025-10-12 20:15:33.965,16,1.5277778,12.48,0.48,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:08:00.000,7be974c6-a954-49a1-a7e0-d77f49e52f1f,
6520,4,0,12,2025-10-12 20:25:00.000,,,2025-10-12 20:25:29.098,2025-10-12 20:25:29.098,12,1.4722222,9.6,0.3,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:26:00.000,07b4b60e-589e-4dc0-bb54-99c5f7befeee,
9832,4,0,16,2025-10-12 20:54:00.000,,,2025-10-12 20:54:39.433,2025-10-12 20:54:36.627,16,1.2204168,11.999999,0.42000002,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:55:00.000,b7956e55-d520-4d06-8cf9-f9b671031ea3,
12041,4,0,21,2025-10-12 20:55:00.000,,,2025-10-12 20:55:11.186,2025-10-12 20:55:05.613,21,1.3120779,15.8,0.56999993,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:56:00.000,6b9dd732-2de7-41a3-8357-403f73c50282,
21231,4,3,31,2025-10-12 20:56:00.000,,,2025-10-12 20:56:58.955,2025-10-12 20:56:22.882,34,1.8430202,39.130005,2.1899998,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:57:00.000,9465c721-5b58-4b4d-8103-f71c0f85af99,
10305,4,4,16,2025-10-12 20:57:00.000,,,2025-10-12 20:57:11.362,2025-10-12 20:57:00.235,20,1.5836746,16.320002,0.7199998,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:58:00.000,dd91b7f1-30e3-4c40-845b-f2de0b611822,
3263,4,0,7,2025-10-12 20:58:00.000,,,2025-10-12 20:58:27.480,2025-10-12 20:58:26.162,7,1.7465705,5.7,0.21000001,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 20:59:00.000,2c5c07f3-2151-4dc3-a6ea-3d4b8bdf8113,
49626,4,0,88,2025-10-12 20:59:00.000,,,2025-10-12 20:59:59.757,2025-10-12 20:59:05.052,88,1.3442508,66.70996,2.6999984,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:00:00.000,b289ede7-0e0f-4cf7-bfff-90fed0002870,
45907,4,0,87,2025-10-12 21:00:00.000,,,2025-10-12 21:00:59.949,2025-10-12 21:00:00.613,87,1.4609834,67.070015,2.619998,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:01:00.000,e4723be7-9004-4d81-84a7-ddfae24570a0,
46207,4,0,87,2025-10-12 21:01:00.000,,,2025-10-12 21:01:59.575,2025-10-12 21:01:00.470,87,1.4465334,66.84001,2.629998,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:02:00.000,6a45e8c1-1c35-46bf-a2f4-dd78a45e4ba2,
20763,4,0,38,2025-10-12 21:02:00.000,,,2025-10-12 21:02:32.628,2025-10-12 21:02:00.205,38,1.3986185,29.039999,1.1599995,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:03:00.000,eed80a2e-b827-47f8-b91f-5c1e9e66c056,
13111,4,0,19,2025-10-12 21:04:00.000,,,2025-10-12 21:15:02.190,2025-10-12 21:15:02.190,19,1.0555556,13.84,0.61,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:05:00.000,9a4fe0ab-5e16-4ef1-9cf7-044c2d017aa6,
7310,4,0,10,2025-10-12 21:05:00.000,,,2025-10-12 21:15:02.214,2025-10-12 21:15:02.214,10,1.0,7.31,0.32,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:06:00.000,42e8a2ee-ace0-4ca2-85de-3cf530458249,
33840,4,0,56,2025-10-12 21:06:00.000,,,2025-10-12 21:15:02.246,2025-10-12 21:15:02.246,56,1.25,42.3,1.74,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:07:00.000,c4abbbbf-263f-48c1-8a0e-e2a22f0a4588,
8854,4,0,14,2025-10-12 21:07:00.000,,,2025-10-12 21:15:29.942,2025-10-12 21:15:29.942,14,1.1666666,10.33,0.42,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:08:00.000,31215ac4-069d-47b0-9e96-a6f3684e551e,
21628,4,0,40,2025-10-12 21:12:00.000,,,2025-10-12 21:15:29.962,2025-10-12 21:15:29.962,40,1.3888888,30.04,1.25,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:13:00.000,a9b2a657-4f8b-4919-bd28-78eb76aa85be,
26611,4,1,42,2025-10-12 21:13:00.000,,,2025-10-12 21:15:29.998,2025-10-12 21:15:29.998,43,1.4166666,37.7,1.75,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:14:00.000,c8d3d53a-195a-4db3-9c90-b19bc5ca074c,
13680,4,0,24,2025-10-12 21:14:00.000,,,2025-10-12 21:15:30.030,2025-10-12 21:15:30.030,24,1.3055556,17.86,0.75,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:15:00.000,5fdb21e7-f2a1-45a1-bbe0-0436b5e1191a,
17594,4,0,27,2025-10-12 21:19:00.000,,,2025-10-12 21:20:59.634,2025-10-12 21:20:59.634,27,1.3333334,23.46,1.15,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:20:00.000,89d0ce43-79ca-4608-95c9-8ba30a620b79,
19612,4,0,34,2025-10-12 21:20:00.000,,,2025-10-12 21:20:59.651,2025-10-12 21:20:59.651,34,1.3333334,26.15,1.04,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:21:00.000,3dd0d786-6b12-4386-a651-410beed44340,
6038,4,0,10,2025-10-12 21:23:00.000,,,2025-10-12 21:30:05.867,2025-10-12 21:30:05.867,10,1.2222222,7.38,0.32,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:24:00.000,2212dee1-4b24-4e98-81ac-99ef634ea589,
6529,4,0,12,2025-10-12 21:24:00.000,,,2025-10-12 21:30:05.907,2025-10-12 21:30:05.907,12,1.4166666,9.25,0.38,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:25:00.000,6a18c784-0cf5-4306-b1e7-baa23e3be51b,
53888,4,1,96,2025-10-12 21:25:00.000,,,2025-10-12 21:30:05.928,2025-10-12 21:30:05.928,97,1.5277778,82.33,3.48,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:26:00.000,b73717e5-0683-4287-9d68-6feb5e8c0e0b,
11399,4,0,20,2025-10-12 21:26:00.000,,,2025-10-12 21:30:05.952,2025-10-12 21:30:05.952,20,1.3333334,15.2,0.6,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:27:00.000,53dc8af8-9918-4a0c-bf43-72eded044175,
50379,4,4,78,2025-10-12 21:27:00.000,,,2025-10-12 21:30:05.980,2025-10-12 21:30:05.980,82,1.4444444,72.77,3.28,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:28:00.000,9225d4b9-0a17-47e3-a92a-1a1055d8feff,
54781,4,0,95,2025-10-12 21:28:00.000,,,2025-10-12 21:30:06.003,2025-10-12 21:30:06.003,95,1.3055556,71.52,2.88,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:29:00.000,aac37c34-4ee3-4a38-94eb-1a374dc44b5e,
1760,4,0,3,2025-10-12 21:29:00.000,,,2025-10-12 21:30:06.028,2025-10-12 21:30:06.028,3,1.2777778,2.25,0.09,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:30:00.000,0c97d73a-6bc6-44ea-85da-7e6c97e11660,
24828,4,0,34,2025-10-12 21:30:00.000,,,2025-10-12 21:31:24.481,2025-10-12 21:30:13.489,34,0.9787302,24.3,1.0799999,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:31:00.000,dd50cc92-511f-4456-a4e7-bdb5391686ba,
20094,4,0,26,2025-10-12 21:31:00.000,,,2025-10-12 21:31:24.528,2025-10-12 21:31:24.528,26,0.91666675,18.42,0.82,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:32:00.000,c7c830c0-67af-42cd-a9e7-d9598d59f6e6,
23809,4,0,41,2025-10-12 21:40:00.000,,,2025-10-12 21:40:59.546,2025-10-12 21:40:38.746,41,1.373427,32.700005,1.3899994,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:41:00.000,f79afd2f-a904-4b93-8b2f-470ce3f89b2a,
37251,4,0,67,2025-10-12 21:41:00.000,,,2025-10-12 21:41:59.772,2025-10-12 21:41:00.263,67,1.367998,50.95999,2.039999,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:42:00.000,01b72fd2-ddfb-48c2-81b9-4f1615614aba,
5246,4,0,9,2025-10-12 21:42:00.000,,,2025-10-12 21:42:05.109,2025-10-12 21:42:00.524,9,1.2864999,6.75,0.26999998,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:43:00.000,3dfe86ef-7341-4ec4-9459-1545d3cdcddb,
16837,4,4,23,2025-10-12 21:46:00.000,,,2025-10-12 21:55:00.173,2025-10-12 21:55:00.173,27,1.6944445,28.53,1.51,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:47:00.000,ab27f45b-b203-4ced-9bbb-d3f9890eb30a,
57837,4,0,110,2025-10-12 21:47:00.000,,,2025-10-12 21:55:00.188,2025-10-12 21:55:00.188,110,1.4722222,85.15,3.3,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:48:00.000,4e60c52a-6982-4dd3-b2dd-4dcfb5e4dbb6,
2799,4,0,5,2025-10-12 21:48:00.000,,,2025-10-12 21:55:00.201,2025-10-12 21:55:00.201,5,1.3611112,3.81,0.15,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 21:49:00.000,dad40e56-b8f4-4afe-9f8e-510329b72e9d,
8678,4,0,15,2025-10-12 22:05:00.000,,,2025-10-12 22:10:40.154,2025-10-12 22:10:40.154,15,1.3055556,11.33,0.49,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:06:00.000,89b7a378-c8e1-4a0c-935c-919bf5d65ce1,
57558,4,0,108,2025-10-12 22:06:00.000,,,2025-10-12 22:10:40.184,2025-10-12 22:10:40.184,108,1.4444444,83.14,3.24,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:07:00.000,e0ac0420-677b-4aa9-b42f-fdfb8968229a,
7783,4,0,13,2025-10-12 22:07:00.000,,,2025-10-12 22:10:40.203,2025-10-12 22:10:40.203,13,1.25,9.73,0.39,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:08:00.000,b18023c7-e856-49cc-a9db-043f0b5f083d,
9555,4,0,13,2025-10-12 22:22:00.000,,,2025-10-12 22:35:00.317,2025-10-12 22:35:00.317,13,0.9722222,9.29,0.42,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:23:00.000,8cc55560-f788-4d2d-8ad8-d8ada14993ea,
48360,4,0,81,2025-10-12 22:23:00.000,,,2025-10-12 22:35:00.331,2025-10-12 22:35:00.331,81,1.25,60.45,2.45,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:24:00.000,7a0f5229-37de-4d31-aa9d-1d49c9fcdadc,
24589,4,0,42,2025-10-12 22:24:00.000,,,2025-10-12 22:35:00.347,2025-10-12 22:35:00.347,42,1.2777778,31.42,1.28,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:25:00.000,4b620935-3fa2-4bd6-9166-23049af813e9,
10289,4,2,11,2025-10-12 22:29:00.000,,,2025-10-12 22:35:00.364,2025-10-12 22:35:00.364,13,1.8611109,19.15,1.1,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:30:00.000,7c097e85-78bd-48e7-8e91-f038364426da,
57903,4,0,107,2025-10-12 22:30:00.000,,,2025-10-12 22:35:00.378,2025-10-12 22:35:00.378,107,1.4166666,82.03,3.21,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:31:00.000,82080dd9-1429-4c4d-b3d6-b3e0b604bc5c,
7426,4,0,12,2025-10-12 22:31:00.000,,,2025-10-12 22:35:00.431,2025-10-12 22:35:00.431,12,1.1944444,8.87,0.38,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 22:32:00.000,4fd83ab0-2f29-4325-8150-2a32e1dc296e,
11196,4,0,21,2025-10-12 23:08:00.000,,,2025-10-12 23:08:59.436,2025-10-12 23:08:52.893,21,1.4548606,16.290003,0.56999993,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:09:00.000,8e2ba9dc-01e3-487f-bbc1-af88f74f3a0a,
56779,4,0,105,2025-10-12 23:09:00.000,,,2025-10-12 23:09:59.995,2025-10-12 23:09:00.166,105,1.4149541,80.34002,3.1499975,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:10:00.000,62fa0dee-c6f5-469d-bfb5-82047ae918b5,
56117,4,0,99,2025-10-12 23:10:00.000,,,2025-10-12 23:10:59.704,2025-10-12 23:10:00.501,99,1.3316716,74.73001,2.9699976,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:11:00.000,dc3c73f1-f656-4c1a-83c4-c0b0f866999f,
2309,4,0,6,2025-10-12 23:11:00.000,,,2025-10-12 23:11:21.579,2025-10-12 23:11:21.579,6,6.9444437,16.04,0.99,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:12:00.000,5acdff32-9369-4b8d-9463-01804ccaef99,
3639,4,0,6,2025-10-12 23:12:00.000,,,2025-10-12 23:12:09.281,2025-10-12 23:12:09.281,6,1.2777778,4.65,0.19,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:13:00.000,0c4e3cd0-99c7-4002-b762-29bd1ae84e03,
10799,4,0,18,2025-10-12 23:16:00.000,,,2025-10-12 23:16:51.825,2025-10-12 23:16:47.045,18,1.2528028,13.529999,0.48000002,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:17:00.000,c548d568-137e-4fc5-aec9-fb050139660c,
5682,4,0,8,2025-10-12 23:21:00.000,,,2025-10-12 23:35:00.319,2025-10-12 23:35:00.319,8,1.0277778,5.84,0.26,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:22:00.000,6481d80b-1118-42d6-8b46-5271d40e94eb,
21230,4,0,30,2025-10-12 23:33:00.000,,,2025-10-12 23:35:00.334,2025-10-12 23:35:00.334,30,1.0555555,22.41,0.93,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:34:00.000,255b465e-c610-404b-9302-2740d7fa8395,
21402,4,7,33,2025-10-12 23:37:00.000,,,2025-10-12 23:47:23.494,2025-10-12 23:47:23.494,40,1.9722222,42.21,2.16,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:38:00.000,a8c1ee0c-77f2-4a94-bbda-8a7869b6943f,
58147,4,0,106,2025-10-12 23:38:00.000,,,2025-10-12 23:47:23.525,2025-10-12 23:47:23.525,106,1.3888888,80.76,3.18,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:39:00.000,ef83a6c5-8e0b-41a8-8df8-6cde53b6be6f,
49409,4,0,87,2025-10-12 23:39:00.000,,,2025-10-12 23:47:23.559,2025-10-12 23:47:23.559,87,1.3333334,65.88,2.61,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:40:00.000,8c5452ad-ce2a-4d41-a23a-a70b176fdd95,
41414,4,0,76,2025-10-12 23:51:00.000,,,2025-10-12 23:53:18.448,2025-10-12 23:53:18.448,76,1.3888888,57.52,2.35,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:52:00.000,7306679f-2711-4383-8a42-d4d537582461,
3684,4,0,8,2025-10-12 23:53:00.000,,,2025-10-12 23:53:18.471,2025-10-12 23:53:18.471,8,1.7777778,6.55,0.24,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:54:00.000,af023ce1-14cb-4eb4-8ccc-92078734a881,
21030,4,0,37,2025-10-12 23:57:00.000,,,2025-10-13 00:15:00.385,2025-10-13 00:15:00.385,37,1.3333334,28.04,1.13,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:58:00.000,ca027167-6d76-49f2-8bb8-82f6172752ae,
23301,4,0,43,2025-10-12 23:58:00.000,,,2025-10-13 00:15:00.407,2025-10-13 00:15:00.407,43,1.4166666,33.01,1.29,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-12 23:59:00.000,9f3176b3-cb7d-44e3-84c4-479ac2a9997c,
41580,4,0,75,2025-10-13 01:48:00.000,,,2025-10-13 01:48:57.734,2025-10-13 01:48:57.734,75,1.3888888,57.75,2.28,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 01:49:00.000,26e68809-b453-4f29-ab78-31f0cc8059bf,
13860,4,0,20,2025-10-13 01:51:00.000,,,2025-10-13 01:51:58.666,2025-10-13 01:51:58.666,20,1.1111112,15.4,0.63,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 01:52:00.000,ae92edf8-4307-4d54-9b32-d42a6cc1713f,
26193,4,0,48,2025-10-13 01:52:00.000,,,2025-10-13 01:55:00.651,2025-10-13 01:55:00.651,48,1.3888888,36.38,1.47,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 01:53:00.000,3af22a31-9b27-4337-81eb-a6499b99caf7,
9421,4,0,18,2025-10-13 01:53:00.000,,,2025-10-13 01:55:00.668,2025-10-13 01:55:00.668,18,1.4722222,13.87,0.54,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 01:54:00.000,00cc2978-fb1a-4e71-96a6-9fc345782657,
13012,4,0,22,2025-10-13 02:15:00.000,,,2025-10-13 02:15:59.718,2025-10-13 02:15:28.504,22,1.247292,16.23,0.61999995,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:16:00.000,2f356fe1-fea4-4bec-8be5-abb912d5030e,
32228,4,0,58,2025-10-13 02:16:00.000,,,2025-10-13 02:16:36.075,2025-10-13 02:16:00.245,58,1.3584311,43.780003,1.759999,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:17:00.000,ccadb953-8b8c-4b8a-ab79-a0f2b0911fc6,
4959,4,0,10,2025-10-13 02:17:00.000,,,2025-10-13 02:17:06.294,2025-10-13 02:17:03.762,10,1.6088781,7.9799995,0.3,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:18:00.000,3cac6a5d-5819-4a60-a7cb-34d0d4f307b2,
20066,4,0,29,2025-10-13 02:19:00.000,,,2025-10-13 02:19:48.740,2025-10-13 02:19:33.260,29,1.2702861,25.489994,1.2199993,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:20:00.000,f2f0686e-c713-404e-aca1-cb85b5e4c80c,
5741,4,0,8,2025-10-13 02:20:00.000,,,2025-10-13 02:20:17.845,2025-10-13 02:20:15.695,8,0.99272615,5.7,0.26,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:21:00.000,3a1002a7-7eac-4d4f-a9a8-1a37b718e0cc,
45559,4,0,79,2025-10-13 02:21:00.000,,,2025-10-13 02:35:00.747,2025-10-13 02:35:00.747,79,1.3055556,59.48,2.39,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:22:00.000,7d967c73-739c-46ed-8574-1a8afa4d8046,
14576,4,0,27,2025-10-13 02:22:00.000,,,2025-10-13 02:35:00.765,2025-10-13 02:35:00.765,27,1.4166666,20.65,0.83,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:23:00.000,090e211e-1b7c-4418-abe2-8d13cec577b5,
31844,4,0,56,2025-10-13 02:26:00.000,,,2025-10-13 02:35:00.781,2025-10-13 02:35:00.781,56,1.3333334,42.46,1.72,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:27:00.000,217bc879-b945-4ed7-946b-f761abf4891c,
6224,4,0,9,2025-10-13 02:27:00.000,,,2025-10-13 02:35:00.798,2025-10-13 02:35:00.798,9,1.0555556,6.57,0.29,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:28:00.000,e076eb1a-ea8c-4f2e-81bf-9db3c5425e49,
11600,4,0,19,2025-10-13 02:34:00.000,,,2025-10-13 02:35:00.814,2025-10-13 02:35:00.814,19,1.25,14.5,0.6,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:35:00.000,939827ab-c7d8-41bd-9825-bb308bf11dc2,
5224,4,0,8,2025-10-13 02:42:00.000,,,2025-10-13 02:55:00.717,2025-10-13 02:55:00.717,8,1.1944444,6.24,0.25,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 02:43:00.000,08feb5a3-0d70-40fa-8585-d018c8232d5b,
12351,4,0,25,2025-10-13 03:42:00.000,,,2025-10-13 03:54:08.575,2025-10-13 03:54:08.575,25,1.6111112,19.9,0.75,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:43:00.000,c124bc8c-109e-4b18-b9a0-9187dd92ef91,
21354,4,0,37,2025-10-13 03:43:00.000,,,2025-10-13 03:54:08.699,2025-10-13 03:54:08.699,37,1.3055556,27.88,1.11,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:44:00.000,acc5bc67-a566-4248-bbe0-4ba0112d782f,
6802,4,0,12,2025-10-13 03:46:00.000,,,2025-10-13 03:54:08.710,2025-10-13 03:54:08.710,12,1.3333334,9.07,0.38,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:47:00.000,54ebbbe9-0113-4751-ad79-3896e6d618a8,
9387,4,0,14,2025-10-13 03:47:00.000,,,2025-10-13 03:54:08.735,2025-10-13 03:54:08.735,14,1.0833334,10.17,0.47,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:48:00.000,930aa5f9-9b7f-48b8-a1ef-82fe7aefbf58,
11529,4,0,17,2025-10-13 03:53:00.000,,,2025-10-13 03:54:08.785,2025-10-13 03:54:08.785,17,1.0833334,12.49,0.53,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:54:00.000,3dfb3244-65fd-45b3-8aea-02d6784849f3,
12374,4,0,23,2025-10-13 03:56:00.000,,,2025-10-13 04:15:00.836,2025-10-13 04:15:00.836,23,1.4166666,17.53,0.73,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:57:00.000,a53e184f-b406-444b-bec7-d03306842e97,
10098,4,0,19,2025-10-13 03:57:00.000,,,2025-10-13 04:15:00.866,2025-10-13 04:15:00.866,19,1.6388888,16.55,0.79,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:58:00.000,3464d6ba-87ec-46dc-915b-3e804784ef20,
4728,4,0,8,2025-10-13 03:58:00.000,,,2025-10-13 04:15:00.895,2025-10-13 04:15:00.895,8,1.25,5.91,0.26,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 03:59:00.000,4421bc90-576c-4a3a-aa9a-a2bc93e63cca,
21489,4,0,41,2025-10-13 15:56:00.000,,,2025-10-13 15:59:52.163,2025-10-13 15:59:52.163,41,1.4444444,31.04,1.28,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 15:57:00.000,442202cc-d900-4bf0-a3db-02d8bd13df7c,
56751,4,0,113,2025-10-13 15:57:00.000,,,2025-10-13 15:59:52.186,2025-10-13 15:59:52.186,113,1.5555556,88.28,3.39,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 15:58:00.000,ca90cb3e-2cf2-4fee-acd9-d6bacbcf73d8,
42652,4,0,75,2025-10-13 15:58:00.000,,,2025-10-13 15:59:52.200,2025-10-13 15:59:52.200,75,1.3333334,56.87,2.25,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 15:59:00.000,e04a2c02-b76d-4dce-b1a4-292483c85373,
36386,4,0,62,2025-10-13 16:15:00.000,,,2025-10-13 16:15:59.685,2025-10-13 16:15:08.124,62,1.2971832,47.200005,1.8299992,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 16:16:00.000,987eca04-73f0-4f0c-b250-eec905449cab,
59814,4,0,105,2025-10-13 16:16:00.000,,,2025-10-13 16:17:44.278,2025-10-13 16:16:00.373,105,1.3252734,79.270004,3.1499987,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 16:17:00.000,e670f559-eb88-481c-ac47-8d0804c41de5,
37380,4,0,66,2025-10-13 16:17:00.000,,,2025-10-13 16:17:44.319,2025-10-13 16:17:44.319,66,1.3333334,49.84,1.98,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 16:18:00.000,a4c01984-1afa-4baf-911f-036d438f7484,
17039,4,0,30,2025-10-13 21:32:00.000,,,2025-10-13 21:55:00.097,2025-10-13 21:55:00.097,30,1.3333334,22.72,0.94,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 21:33:00.000,33645251-cdb0-441e-aa2b-144ea039bd8e,
42046,4,0,69,2025-10-13 21:33:00.000,,,2025-10-13 21:55:00.122,2025-10-13 21:55:00.122,69,1.2222222,51.39,2.08,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 21:34:00.000,b7bd9ba4-86b5-4326-af27-8212ce7ae805,
35801,4,0,50,2025-10-13 21:34:00.000,,,2025-10-13 21:55:00.128,2025-10-13 21:55:00.128,50,1.0555556,37.79,1.69,UTC-0700,6+THe69Q8P,com.sec.android.app.shealth,2025-10-13 21:35:00.000,664a6cac-53c0-4095-b86d-c92ab759c0ba,
