com.samsung.shealth.rewards,6305105,5
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2021-06-10 05:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6208}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-06-10 05:00:00.000,723bf0b2-6ca7-41f3-913c-9c8342d8a978,1,
,2021-06-11 05:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6006}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-06-11 05:00:00.000,4575c6a5-79cd-4c03-a6f3-e06ec00de5fc,1,
,2021-07-13 05:00:00.000,,100003,,2023-09-15 15:57:10.939,2023-09-15 15:57:10.939,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7057}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-07-13 05:00:00.000,cadde532-63b7-4803-b851-1a35a0c9c930,1,
,2021-07-15 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":13940}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-07-15 05:00:00.000,405c8dc1-da49-4d59-a438-369ba2edc098,1,
,2021-07-16 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9756}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-07-16 05:00:00.000,4c518d76-d412-4d21-8fa7-d4729a5a7c2a,1,
,2021-08-25 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":9535}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-08-25 05:00:00.000,b4e1947d-12bf-4002-addd-6f223e26b071,1,
,2021-09-18 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7536}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-09-18 05:00:00.000,8e64d9dc-3de0-4085-b4c1-69bec1e89f51,1,
,2021-09-22 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6173}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-09-22 05:00:00.000,b4420c45-ba48-4915-8418-831f8a999426,1,
,2021-10-05 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6096}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-10-05 05:00:00.000,cb95ae14-aa5f-45b2-98df-190f5af15c2a,1,
,2021-10-11 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7240}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-10-11 05:00:00.000,248c531e-ef95-45a4-bbbd-315827774c22,1,
,2021-10-12 05:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":8662}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-10-12 05:00:00.000,dd893617-ea9f-4ac4-98c8-9dc0f1c2c0d5,1,
,2021-12-11 06:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6818}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-11 06:00:00.000,fb3f66d8-b23c-4734-8a12-5760260b7b55,1,
,2021-12-12 06:00:00.000,,100003,,2023-09-15 15:57:10.940,2023-09-15 15:57:10.940,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":8456}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-12 06:00:00.000,a79b057b-79f6-4823-a3bc-e5eefe15901d,1,
,2021-12-13 06:00:00.000,,100003,,2023-09-15 15:57:10.941,2023-09-15 15:57:10.941,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":10831}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-13 06:00:00.000,2b7ec80a-4687-4f17-8fd0-9ae9319bad35,1,
,2021-12-15 06:00:00.000,,100003,,2023-09-15 15:57:10.941,2023-09-15 15:57:10.941,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6588}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-15 06:00:00.000,82020d14-d882-4416-befd-21037945f66a,1,
,2021-12-18 06:00:00.000,,100003,,2023-09-15 15:57:10.941,2023-09-15 15:57:10.941,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":7203}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-18 06:00:00.000,56b2cb94-3529-43ef-ba57-7288c90a355f,1,
,2021-12-23 06:00:00.000,,100003,,2023-09-15 15:57:10.941,2023-09-15 15:57:10.941,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":7671}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-23 06:00:00.000,283af9f8-e2c8-4f0b-96bd-637fa9fee57f,1,
,2021-12-27 06:00:00.000,,100003,,2023-09-15 15:57:10.941,2023-09-15 15:57:10.941,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6670}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-27 06:00:00.000,e736d731-4b95-443b-8b2c-c3dc50ad2efc,1,
,2021-12-28 06:00:00.000,,100003,,2023-09-15 15:57:10.941,2023-09-15 15:57:10.941,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":7348}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2021-12-28 06:00:00.000,f95f0fa3-59d7-4a26-87b5-11419f719b9c,1,
,2022-01-01 06:00:00.000,,100003,,2023-09-15 15:57:10.941,2023-09-15 15:57:10.941,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6046}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-01-01 06:00:00.000,57231f6d-a962-4219-afe5-2b9a552d3f6e,1,
,2022-01-15 06:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":7923}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-01-15 06:00:00.000,c7749281-91a2-4594-b6b1-8231acc413e7,1,
,2022-01-16 06:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":7481}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-01-16 06:00:00.000,65908083-f9e7-4d48-b1c0-94c7a526db93,1,
,2022-01-18 06:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0600,"{""mTarget"":6000,""mValue"":6028}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-01-18 06:00:00.000,a38e05f5-d8be-4fd4-9ea3-8a7bcaf09e07,1,
,2022-05-16 05:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7447}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-05-16 05:00:00.000,37840df9-2235-4ccc-90ce-e4c23b1d4a11,1,
,2022-06-02 05:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6341}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-06-02 05:00:00.000,90f2c924-68cc-4bee-886e-19bb6b7c1455,1,
,2022-07-01 05:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":7781}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-07-01 05:00:00.000,2965ab57-1334-4be5-982b-7808cd3405d3,1,
,2022-07-03 05:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6955}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2022-07-03 05:00:00.000,2ac0c038-8ffc-48e5-bf5b-7a40770707f5,1,
,2023-05-09 05:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6817}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2023-05-09 05:00:00.000,c3d5d78d-11b0-40b6-abac-72f42b8ba68a,1,
,2023-05-13 05:00:00.000,,100003,,2023-09-15 15:57:10.942,2023-09-15 15:57:10.942,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6154}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2023-05-13 05:00:00.000,949dd13c-f19a-4be5-8f7e-32f5809db63b,1,
,2023-08-23 05:00:00.000,,100003,,2023-09-15 15:57:10.943,2023-09-15 15:57:10.943,,,tracker_pedometer_reward_target_achieved,UTC-0500,"{""mTarget"":6000,""mValue"":6664}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2023-08-23 05:00:00.000,be9c1a8f-e3bc-4b04-a1be-4186fde108e6,1,
,2019-11-01 05:00:00.000,,100003,,2023-09-15 15:57:10.943,2023-09-15 15:57:10.943,,,tracker_pedometer_reward_most_walking_day,UTC-0500,"{""mTarget"":-1,""mValue"":15259}",6+THe69Q8P,com.sec.android.app.shealth,tracker.pedometer,2019-11-01 05:00:00.000,d269272f-1860-41e5-a088-d42e65b00482,1,
,2019-10-20 07:00:00.000,,100003,,2019-10-30 05:20:20.785,2019-10-30 05:20:20.785,,,tracker_pedometer_reward_most_walking_day,UTC-0700,"{""mTarget"":-1,""mValue"":12222}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-20 07:00:00.000,5f7df655-68fd-405e-93bf-adb1ca4f70b2,1,
,2019-10-13 07:00:00.000,,10009,,2019-10-30 05:20:20.182,2019-10-30 05:20:19.116,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6319}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-13 07:00:00.000,4282feac-4c5d-494e-b9ac-e51348196410,1,
,2019-10-20 07:00:00.000,,10009,,2019-10-30 05:20:20.285,2019-10-30 05:20:19.116,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":9177}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-20 07:00:00.000,df632e36-a5b7-44b5-a1bb-46e98ee11a46,1,
,2019-10-24 07:00:00.000,,10009,,2019-10-30 07:00:01.905,2019-10-30 05:20:19.116,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6523}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-24 07:00:00.000,dddb1de0-e799-4d92-8801-b04e0b03c307,1,
,2019-10-20 07:00:00.000,,100003,,2019-10-30 05:20:20.790,2019-10-30 05:20:20.790,,,tracker_pedometer_reward_most_walking_day,UTC-0700,"{""mTarget"":-1,""mValue"":12222}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-20 07:00:00.000,0f92676d-a7e8-4683-91e9-a1c3152fb4b3,1,
,2019-11-01 07:00:00.000,,1899999,,2019-11-02 09:16:33.940,2019-11-02 03:02:50.340,,,tracker_pedometer_reward_most_walking_day,UTC-0700,"{""mTarget"":-1,""mValue"":13863}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-11-01 07:00:00.000,8be05c6d-9c56-4a66-86cb-16eeaf7d3a34,1,
,2019-10-20 07:00:00.000,,100003,,2019-11-02 06:11:27.954,2019-11-02 06:11:27.954,,,tracker_pedometer_reward_most_walking_day,UTC-0700,"{""mTarget"":-1,""mValue"":12222}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-20 07:00:00.000,c4a03e86-bb0e-4055-88c9-34dca7467757,1,
,2019-11-01 07:00:00.000,,100003,,2019-11-02 09:16:34.282,2019-11-02 05:21:48.033,,,tracker_pedometer_reward_most_walking_day,UTC-0700,"{""mTarget"":-1,""mValue"":15259}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-11-01 07:00:00.000,b937959a-57b1-4dae-a4f5-30592edf3c15,1,
,2019-11-01 13:35:00.000,,,,2019-11-06 12:15:10.886,2019-11-06 12:15:10.886,,,goal_sleep_TYPE_GOAL_DAILY_WAKEUP_TIME,UTC-0700,1,rkSVQ0chfP,com.sec.android.app.shealth,Sleep.Goal,2019-11-01 05:05:00.000,9b3e80e3-4698-4429-be45-4774f16dc51e,1,
,2019-11-06 09:45:00.000,,,,2019-11-06 12:15:10.885,2019-11-06 12:15:10.885,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,2,rkSVQ0chfP,com.sec.android.app.shealth,Sleep.Goal,2019-11-06 06:13:00.000,5ab687fa-24d7-4d70-af3f-cdd49d1365f3,1,
,2019-11-03 15:03:00.000,,,,2019-11-06 12:15:10.885,2019-11-06 12:15:10.885,,,goal_sleep_TYPE_GOAL_DAILY_BED_TIME,UTC-0700,1,rkSVQ0chfP,com.sec.android.app.shealth,Sleep.Goal,2019-11-03 05:47:00.000,7466589f-8e75-438a-b33c-642e8adedb44,0,
,2019-10-13 07:00:00.000,,100003,,2019-11-08 08:55:12.995,2019-10-30 05:20:20.776,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7925}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-13 07:00:00.000,a39aee5e-18cf-47df-9286-e700c5e890c2,1,
,2019-10-23 07:00:00.000,,100003,,2019-11-08 08:55:12.131,2019-10-30 05:20:20.787,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6942}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-23 07:00:00.000,f875d775-bfa2-495f-bc14-a52f0b53a87e,1,
,2019-10-21 07:00:00.000,,1899999,,2019-11-08 08:55:08.882,2019-10-30 05:20:19.121,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7260}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-21 07:00:00.000,63f13868-ad9f-48cb-a46d-154c50b95c9a,1,
,2019-10-20 07:00:00.000,,100003,,2019-11-08 08:55:12.437,2019-10-30 05:20:20.787,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":12222}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-20 07:00:00.000,0d92b321-d386-482b-aaa4-13135e6d2045,1,
,2019-10-24 07:00:00.000,,100003,,2019-11-08 08:55:12.031,2019-10-30 05:20:20.788,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":8497}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-24 07:00:00.000,0646aee8-9eb7-41e2-9401-77a9d73b3dd1,1,
,2019-10-17 07:00:00.000,,100003,,2019-11-08 08:55:12.694,2019-10-30 05:20:20.780,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6837}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-17 07:00:00.000,db5ca819-9337-481e-b46d-e79bd84e0531,1,
,2019-10-25 07:00:00.000,,100003,,2019-11-08 08:55:11.871,2019-10-30 05:20:20.789,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7465}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-25 07:00:00.000,a81edc49-83fc-472c-85b6-c73a41d456d8,1,
,2019-10-31 07:00:00.000,,1899999,,2019-11-08 08:55:09.003,2019-11-01 07:15:42.326,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6099}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-31 07:00:00.000,4cd3aea3-ed35-4e38-beff-bf71d3b19610,1,
,2019-11-01 07:00:00.000,,100003,,2019-11-08 08:55:11.123,2019-11-01 22:58:09.469,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":15259}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-11-01 07:00:00.000,ec740e1c-946c-4cb2-89a5-bef844f331a4,1,
,2019-10-31 07:00:00.000,,100003,,2019-11-08 08:55:11.205,2019-11-01 02:34:01.853,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6632}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-31 07:00:00.000,dba3a161-7dae-4906-a192-ba84e0762792,1,
,2019-11-07 07:00:00.000,,100003,,2019-11-08 08:55:10.600,2019-11-08 06:12:59.778,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6923}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-11-07 07:00:00.000,1b127bb7-bb2f-419f-940b-b8e8f5646212,1,
,2019-10-21 07:00:00.000,,100003,,2019-11-08 08:55:12.338,2019-10-30 05:20:20.787,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":8558}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-21 07:00:00.000,b8caaf7c-90f2-4e7d-81de-0900faa0ec37,1,
,2019-10-29 07:00:00.000,,100003,,2019-11-08 08:55:11.498,2019-10-30 05:20:20.789,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":7740}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-29 07:00:00.000,4f683f0c-aa95-4b73-a85d-9d1d6cc5ee98,1,
,2019-10-29 07:00:00.000,,1899999,,2019-11-08 08:55:09.091,2019-10-30 05:35:34.577,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6828}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-29 07:00:00.000,e48537f6-4a22-4eac-b822-98fd905fe35e,1,
,2019-10-18 07:00:00.000,,100003,,2019-11-08 08:55:12.604,2019-10-30 05:20:20.783,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6982}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-18 07:00:00.000,381639c5-8e4e-44d1-afb6-986f653e81c1,1,
,2019-10-12 07:00:00.000,,100003,,2019-11-08 08:55:13.129,2019-10-30 05:20:20.776,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6887}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-10-12 07:00:00.000,29cbc92f-f1bc-41aa-9b6f-8e3fe7ac371b,1,
,2019-11-01 07:00:00.000,,1899999,,2019-11-08 08:55:09.023,2019-11-01 22:58:10.267,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":13863}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-11-01 07:00:00.000,512f21fe-f516-4fa6-889e-f6c884c011e1,1,
,2019-11-05 07:00:00.000,,100003,,2019-11-08 08:55:10.087,2019-11-06 08:55:09.187,,,tracker_pedometer_reward_target_achieved,UTC-0700,"{""mTarget"":6000,""mValue"":6031}",rkSVQ0chfP,com.sec.android.app.shealth,tracker.pedometer,2019-11-05 07:00:00.000,c5c6b523-5e6d-431d-9ce3-83d96aebf698,1,
